symbol,breakout_date,b_obv_-3,b_obv_-2,b_obv_-1,b_obv_+0,b_obv_+1,b_obv_+2,b_obv_+3,p_obv_-3,p_obv_-2,p_obv_-1,p_obv_+0,p_obv_+1,p_obv_+2
1INCH-USD,2020-12-29,-875878622.0,-1059856929.0,-940519400.0,-1078436299.0,-896054056.0,-715625445.0,-801345012.0,-875878622.0,-1059856929.0,-940519400.0,-1078436299.0,-896054056.0,-715625445.0
1INCH-USD,2021-01-03,-715625445.0,-801345012.0,-858670209.0,-779766955.0,-853866737.0,-763880369.0,-637968805.0,-715625445.0,-801345012.0,-858670209.0,-779766955.0,-853866737.0,-763880369.0
1INCH-USD,2021-01-14,-952964240.0,-1007266323.0,-941662704.0,-875824730.0,-758176349.0,-577543853.0,-313164963.0,-952964240.0,-1007266323.0,-941662704.0,-875824730.0,-758176349.0,-577543853.0
1INCH-USD,2021-01-21,-468393545.0,-330039339.0,-445814180.0,-552733953.0,-404837385.0,-255184706.0,-17175367.0,-468393545.0,-330039339.0,-445814180.0,-552733953.0,-404837385.0,-255184706.0
1INCH-USD,2021-01-25,-404837385.0,-255184706.0,-17175367.0,-315572808.0,-57650544.0,-321615472.0,60419805.0,-404837385.0,-255184706.0,-17175367.0,-315572808.0,-57650544.0,-321615472.0
1INCH-USD,2021-01-29,-57650544.0,-321615472.0,60419805.0,393614336.0,1100287615.0,2071981426.0,2749810514.0,-57650544.0,-321615472.0,60419805.0,393614336.0,1100287615.0,2071981426.0
1INCH-USD,2021-04-24,3013694902.0,2822129301.0,2588079818.0,2489323206.0,2562169011.0,2674130969.0,2853003779.0,3013694902.0,2822129301.0,2588079818.0,2489323206.0,2562169011.0,2674130969.0
1INCH-USD,2021-05-23,3200473328.0,3019678580.0,2890504180.0,2718582978.0,2879963987.0,2752834202.0,2924860234.0,3200473328.0,3019678580.0,2890504180.0,2718582978.0,2879963987.0,2752834202.0
1INCH-USD,2021-06-12,3086968921.0,2979647515.0,2903802654.0,2829542178.0,2915360205.0,3000031282.0,3191025131.0,3086968921.0,2979647515.0,2903802654.0,2829542178.0,2915360205.0,3000031282.0
1INCH-USD,2021-10-24,10535140424.0,10027127554.0,10477394012.0,10036810394.0,10194982832.0,10042279336.0,14024223466.0,10535140424.0,10027127554.0,10477394012.0,10036810394.0,10194982832.0,10042279336.0
ACH-USD,2020-11-08,-6308066.0,-3977664.0,-6562787.0,-4923534.0,-2883707.0,-934447.0,5583132.0,-6308066.0,-3977664.0,-6562787.0,-4923534.0,-2883707.0,-934447.0
ACH-USD,2020-12-04,-4649334.0,-6723588.0,-8051038.0,-9476970.0,-8137282.0,-9734062.0,-8596964.0,-4649334.0,-6723588.0,-8051038.0,-9476970.0,-8137282.0,-9734062.0
ACH-USD,2021-01-15,-27713025.0,-26830758.0,-27854599.0,-27010133.0,-26189776.0,-25073758.0,-21249680.0,-27713025.0,-26830758.0,-27854599.0,-27010133.0,-26189776.0,-25073758.0
ACH-USD,2021-01-25,-25822554.0,-24816165.0,-25692187.0,-23379494.0,-22436424.0,-20026040.0,-14137501.0,-25822554.0,-24816165.0,-25692187.0,-23379494.0,-22436424.0,-20026040.0
ACH-USD,2021-02-09,-6440156.0,-5661429.0,-8326670.0,-4900367.0,-7494470.0,-5221095.0,2531536.0,-6440156.0,-5661429.0,-8326670.0,-4900367.0,-7494470.0,-5221095.0
ACH-USD,2021-03-10,-4063714.0,-2770295.0,-4442156.0,-2160475.0,-452474.0,1332669.0,9892906.0,-4063714.0,-2770295.0,-4442156.0,-2160475.0,-452474.0,1332669.0
ACH-USD,2021-03-26,13908316.0,10821819.0,7336270.0,9640887.0,12021891.0,14073066.0,19952076.0,13908316.0,10821819.0,7336270.0,9640887.0,12021891.0,14073066.0
ACH-USD,2021-05-07,11586947.0,15363453.0,12344935.0,15881004.0,20010606.0,17345830.0,73342479.0,11586947.0,15363453.0,12344935.0,15881004.0,20010606.0,17345830.0
ACH-USD,2021-06-22,-4153208.0,-6163986.0,-7876429.0,-9302732.0,-8719590.0,-8150211.0,-1896400.0,-4153208.0,-6163986.0,-7876429.0,-9302732.0,-8719590.0,-8150211.0
ACH-USD,2021-07-25,-2526581.0,-3147500.0,-2427807.0,-1122092.0,212430.0,1274450.0,9708552.0,-2526581.0,-3147500.0,-2427807.0,-1122092.0,212430.0,1274450.0
ACH-USD,2021-07-30,1274450.0,9708552.0,71587827.0,62190091.0,88945990.0,72447177.0,139577703.0,1274450.0,9708552.0,71587827.0,62190091.0,88945990.0,72447177.0
ACH-USD,2021-08-03,88945990.0,72447177.0,139577703.0,339374657.0,552414109.0,853290675.0,1667925981.0,88945990.0,72447177.0,139577703.0,339374657.0,552414109.0,853290675.0
ACH-USD,2021-08-19,200136398.0,73493356.0,305938735.0,141813271.0,322629477.0,600319636.0,919580152.0,200136398.0,73493356.0,305938735.0,141813271.0,322629477.0,600319636.0
ACH-USD,2021-10-31,821315495.0,873717639.0,829249563.0,997486266.0,1127695190.0,1036142004.0,1221741849.0,821315495.0,873717639.0,829249563.0,997486266.0,1127695190.0,1036142004.0
ACH-USD,2022-01-07,641917743.0,697664742.0,659787140.0,644641072.0,670953421.0,690281535.0,1077654703.0,641917743.0,697664742.0,659787140.0,644641072.0,670953421.0,690281535.0
ACH-USD,2022-02-06,548929609.0,564754874.0,549862507.0,536583855.0,574114156.0,673590285.0,841308592.0,548929609.0,564754874.0,549862507.0,536583855.0,574114156.0,673590285.0
ACH-USD,2022-07-16,819972200.0,836695360.0,851120968.0,866122580.0,848392582.0,862419448.0,990196220.0,819972200.0,836695360.0,851120968.0,866122580.0,848392582.0,862419448.0
ACH-USD,2022-10-11,888859416.0,883946574.0,875788918.0,871494480.0,875780178.0,868481354.0,1028791656.0,888859416.0,883946574.0,875788918.0,871494480.0,875780178.0,868481354.0
ACH-USD,2023-01-13,909182066.0,915668366.0,926274632.0,933395066.0,941928112.0,935533728.0,1100597053.0,909182066.0,915668366.0,926274632.0,933395066.0,941928112.0,935533728.0
ACH-USD,2023-01-27,988570575.0,1032542857.0,1018545046.0,1029525421.0,1020392803.0,1049987948.0,1159778784.0,988570575.0,1032542857.0,1018545046.0,1029525421.0,1020392803.0,1049987948.0
ACH-USD,2023-02-02,1159778784.0,999431183.0,1040344821.0,998807265.0,1051707218.0,1114984573.0,1234744533.0,1159778784.0,999431183.0,1040344821.0,998807265.0,1051707218.0,1114984573.0
ACH-USD,2023-02-14,1202651294.0,1165699868.0,1141896393.0,1159590549.0,1193410169.0,1427467695.0,1532927345.0,1202651294.0,1165699868.0,1141896393.0,1159590549.0,1193410169.0,1427467695.0
ACH-USD,2023-02-18,1193410169.0,1427467695.0,1532927345.0,1590515525.0,1780895622.0,2373026546.0,2038001668.0,1193410169.0,1427467695.0,1532927345.0,1590515525.0,1780895622.0,2373026546.0
ACH-USD,2023-03-10,1706938985.0,1642845739.0,1726681694.0,1650538522.0,1592888989.0,1650926259.0,1874039622.0,1706938985.0,1642845739.0,1726681694.0,1650538522.0,1592888989.0,1650926259.0
ACH-USD,2024-03-11,3038429550.0,3066195192.0,3096166834.0,3150225812.0,3223221684.0,3132650777.0,3264844781.0,3038429550.0,3066195192.0,3096166834.0,3150225812.0,3223221684.0,3132650777.0
ACH-USD,2025-01-24,3483777853.0,3472858789.0,3491459403.0,3475788870.0,3465043770.0,3507869155.0,4442454248.0,3483777853.0,3472858789.0,3491459403.0,3475788870.0,3465043770.0,3507869155.0
ACH-USD,2025-01-28,3465043770.0,3507869155.0,4442454248.0,4168355242.0,4576104607.0,4966965934.0,5298416147.0,3465043770.0,3507869155.0,4442454248.0,4168355242.0,4576104607.0,4966965934.0
ACH-USD,2025-02-15,5337577518.0,5286167140.0,5328691932.0,5295333410.0,5480185826.0,5662091314.0,6084387230.0,5337577518.0,5286167140.0,5328691932.0,5295333410.0,5480185826.0,5662091314.0
ACT-USD,2020-03-16,1092980.0,1538295.0,2027504.0,1536254.0,3197489.0,7457372.0,8936227.0,1092980.0,1538295.0,2027504.0,1536254.0,3197489.0,7457372.0
ACT-USD,2020-08-23,142144094.0,152703082.0,138793760.0,147993656.0,165684194.0,175693232.0,189390216.0,142144094.0,152703082.0,138793760.0,147993656.0,165684194.0,175693232.0
ACT-USD,2020-09-07,199899006.0,198076414.0,199887534.0,198242262.0,196985962.0,198831741.0,203682464.0,199899006.0,198076414.0,199887534.0,198242262.0,196985962.0,198831741.0
ACT-USD,2021-02-09,138316701.0,136899835.0,139510233.0,141640059.0,143911323.0,147429486.0,152378644.0,138316701.0,136899835.0,139510233.0,141640059.0,143911323.0,147429486.0
ACT-USD,2021-02-13,143911323.0,147429486.0,152378644.0,157290888.0,153215850.0,149190748.0,168780442.0,143911323.0,147429486.0,152378644.0,157290888.0,153215850.0,149190748.0
ACT-USD,2021-03-09,131385700.0,133055499.0,131303123.0,133401865.0,137580966.0,141925951.0,148895941.0,131385700.0,133055499.0,131303123.0,133401865.0,137580966.0,141925951.0
ACT-USD,2021-03-16,156514140.0,152159932.0,148543138.0,152815046.0,155626047.0,152668813.0,171766126.0,156514140.0,152159932.0,148543138.0,152815046.0,155626047.0,152668813.0
ACT-USD,2021-03-29,154502630.0,157247191.0,161184527.0,164719307.0,168413712.0,174852408.0,184242876.0,154502630.0,157247191.0,161184527.0,164719307.0,168413712.0,174852408.0
ACT-USD,2021-04-02,168413712.0,174852408.0,184242876.0,179146428.0,174870418.0,180783943.0,192456337.0,168413712.0,174852408.0,184242876.0,179146428.0,174870418.0,180783943.0
ACT-USD,2021-05-23,105188027.0,100266239.0,104030086.0,100896094.0,109572564.0,105230707.0,109704201.0,105188027.0,100266239.0,104030086.0,100896094.0,109572564.0,105230707.0
ACT-USD,2021-08-05,111269729.0,112322165.0,114525474.0,116483247.0,120086342.0,122316409.0,130354516.0,111269729.0,112322165.0,114525474.0,116483247.0,120086342.0,122316409.0
ACT-USD,2022-01-04,145830480.0,145470299.0,145850152.0,144913484.0,145643200.0,146099487.0,145647939.0,145830480.0,145470299.0,145850152.0,144913484.0,145643200.0,146099487.0
ACT-USD,2022-01-13,146121461.0,146496423.0,146762251.0,146222588.0,146043685.0,146957978.0,152132838.0,146121461.0,146496423.0,146762251.0,146222588.0,146043685.0,146957978.0
ACT-USD,2022-01-23,147682010.0,145977974.0,144716571.0,144136762.0,145166675.0,144428914.0,144824032.0,147682010.0,145977974.0,144716571.0,144136762.0,145166675.0,144428914.0
ACT-USD,2022-02-08,145375333.0,146026531.0,146333776.0,145553189.0,145967777.0,145214003.0,150152803.0,145375333.0,146026531.0,146333776.0,145553189.0,145967777.0,145214003.0
ACT-USD,2022-02-13,145214003.0,150152803.0,148375888.0,148974799.0,149686308.0,150196839.0,152553437.0,145214003.0,150152803.0,148375888.0,148974799.0,149686308.0,150196839.0
ACT-USD,2022-02-17,149686308.0,150196839.0,152553437.0,150543829.0,151721215.0,158927971.0,156663235.0,149686308.0,150196839.0,152553437.0,150543829.0,151721215.0,158927971.0
ACT-USD,2022-03-08,163041664.0,162600311.0,161605779.0,160514553.0,161222982.0,161753372.0,163455149.0,163041664.0,162600311.0,161605779.0,160514553.0,161222982.0,161753372.0
ACT-USD,2024-03-10,155685487.0,156036468.0,156308205.0,156590725.0,156876248.0,156587096.0,156977585.0,155685487.0,156036468.0,156308205.0,156590725.0,156876248.0,156587096.0
ACT-USD,2024-07-10,155304102.0,155304733.0,155304691.0,155304373.0,155304545.0,155304596.0,155304695.0,155304102.0,155304733.0,155304691.0,155304373.0,155304545.0,155304596.0
ACT-USD,2024-07-14,155304545.0,155304596.0,155304695.0,155304456.0,155304186.0,155304746.0,155304823.0,155304545.0,155304596.0,155304695.0,155304456.0,155304186.0,155304746.0
ACT-USD,2024-07-18,155304186.0,155304746.0,155304823.0,155304686.0,155304729.0,155304729.0,155304723.0,155304186.0,155304746.0,155304823.0,155304686.0,155304729.0,155304729.0
ACT-USD,2024-08-02,155293241.0,155293241.0,155293239.0,155293239.0,155293239.0,155293229.0,155293235.0,155293241.0,155293241.0,155293239.0,155293239.0,155293239.0,155293229.0
ACT-USD,2024-11-08,155293040.0,155293032.0,155293025.0,155293025.0,155293022.0,155293037.0,155294907.0,155293040.0,155293032.0,155293025.0,155293025.0,155293022.0,155293037.0
ACT-USD,2024-11-15,155296312.0,155296166.0,155296103.0,155296036.0,155296127.0,155296107.0,155296192.0,155296312.0,155296166.0,155296103.0,155296036.0,155296127.0,155296107.0
ACT-USD,2024-11-25,155296040.0,155296080.0,155296063.0,155296131.0,155296059.0,155296389.0,155296412.0,155296040.0,155296080.0,155296063.0,155296131.0,155296059.0,155296389.0
ACT-USD,2024-12-05,155296227.0,155296450.0,155296601.0,155296578.0,155296709.0,155297037.0,155297054.0,155296227.0,155296450.0,155296601.0,155296578.0,155296709.0,155297037.0
ACT-USD,2025-01-02,155296409.0,155296430.0,155296422.0,155296416.0,155296772.0,155296772.0,155297038.0,155296409.0,155296430.0,155296422.0,155296416.0,155296772.0,155296772.0
ACT-USD,2025-02-07,155296617.0,155296561.0,155296561.0,155296529.0,155296529.0,155296530.0,155296530.0,155296617.0,155296561.0,155296561.0,155296529.0,155296529.0,155296530.0
ACT-USD,2025-02-13,155296530.0,155296530.0,155296520.0,155296517.0,155296518.0,155296544.0,155296544.0,155296530.0,155296530.0,155296520.0,155296517.0,155296518.0,155296544.0
ACT-USD,2025-03-11,155296557.0,155296557.0,155296556.0,155296534.0,155296534.0,155296534.0,155296535.0,155296557.0,155296557.0,155296556.0,155296534.0,155296534.0,155296534.0
ACT-USD,2025-03-26,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0,155296519.0
ACT-USD,2025-04-23,155296489.0,155296489.0,155296489.0,155296489.0,155296489.0,155296490.0,155296490.0,155296489.0,155296489.0,155296489.0,155296489.0,155296489.0,155296490.0
ACT-USD,2025-05-01,155296490.0,155296490.0,155296488.0,155296488.0,155296488.0,155296488.0,155296507.0,155296490.0,155296490.0,155296488.0,155296488.0,155296488.0,155296488.0
AGI-USD,2023-05-15,-24594144.0,-22742045.0,-23513846.0,-24285421.0,-23463210.0,-22497667.0,-21206838.0,-24594144.0,-22742045.0,-23513846.0,-24285421.0,-23463210.0,-22497667.0
AGI-USD,2023-09-02,-41506942.0,-41970997.0,-41229946.0,-40608974.0,-40063623.0,-39264467.0,1766219.0,-41506942.0,-41970997.0,-41229946.0,-40608974.0,-40063623.0,-39264467.0
AGI-USD,2023-10-04,-77905675.0,-77262162.0,-78029411.0,-79005348.0,-79988906.0,-80538021.0,-74152030.0,-77905675.0,-77262162.0,-78029411.0,-79005348.0,-79988906.0,-80538021.0
AGI-USD,2023-11-12,-93743704.0,-94813007.0,-93829982.0,-92910324.0,-93941378.0,-95413338.0,305552837.0,-93743704.0,-94813007.0,-93829982.0,-92910324.0,-93941378.0,-95413338.0
AGI-USD,2023-11-21,420996069.0,689822802.0,579761493.0,480241070.0,557632224.0,536605570.0,561449778.0,420996069.0,689822802.0,579761493.0,480241070.0,557632224.0,536605570.0
AGI-USD,2023-12-06,553632151.0,548454327.0,543845713.0,548030832.0,551376523.0,555497051.0,571821993.0,553632151.0,548454327.0,543845713.0,548030832.0,551376523.0,555497051.0
AGI-USD,2023-12-11,555497051.0,571821993.0,560157062.0,551677082.0,559096770.0,553686308.0,566817571.0,555497051.0,571821993.0,560157062.0,551677082.0,559096770.0,553686308.0
AGI-USD,2023-12-19,572251898.0,582882317.0,590975534.0,581832648.0,613669847.0,603710295.0,619545853.0,572251898.0,582882317.0,590975534.0,581832648.0,613669847.0,603710295.0
AGI-USD,2024-02-13,624284157.0,620779757.0,617007426.0,613831416.0,617332306.0,633591888.0,671986596.0,624284157.0,620779757.0,617007426.0,613831416.0,617332306.0,633591888.0
AGI-USD,2024-02-17,617332306.0,633591888.0,671986596.0,730056422.0,761980156.0,839222725.0,937402045.0,617332306.0,633591888.0,671986596.0,730056422.0,761980156.0,839222725.0
AGI-USD,2024-02-21,761980156.0,839222725.0,937402045.0,992572568.0,1081159314.0,1152871908.0,1215166063.0,761980156.0,839222725.0,937402045.0,992572568.0,1081159314.0,1152871908.0
AGI-USD,2024-02-27,1215166063.0,1327437024.0,1253376243.0,1157885413.0,1299858882.0,1237484599.0,1307095514.0,1215166063.0,1327437024.0,1253376243.0,1157885413.0,1299858882.0,1237484599.0
AGI-USD,2024-03-04,1307095514.0,1263195825.0,1218707442.0,1181584747.0,1237109979.0,1278917221.0,1369307135.0,1307095514.0,1263195825.0,1218707442.0,1181584747.0,1237109979.0,1278917221.0
AGI-USD,2024-03-08,1237109979.0,1278917221.0,1369307135.0,1455409423.0,1637352159.0,1389648567.0,1539290627.0,1237109979.0,1278917221.0,1369307135.0,1455409423.0,1637352159.0,1389648567.0
AGI-USD,2024-06-18,1241513469.0,1232502408.0,1206611697.0,1178457707.0,1207037538.0,1251718455.0,1284359042.0,1241513469.0,1232502408.0,1206611697.0,1178457707.0,1207037538.0,1251718455.0
AGI-USD,2024-09-21,1262310659.0,1269723436.0,1275108085.0,1279075748.0,1274329583.0,1298733990.0,1338609104.0,1262310659.0,1269723436.0,1275108085.0,1279075748.0,1274329583.0,1298733990.0
AGI-USD,2025-03-16,1190139866.0,1194948521.0,1191827304.0,1187738594.0,1197361783.0,1205845949.0,1238852086.0,1190139866.0,1194948521.0,1191827304.0,1187738594.0,1197361783.0,1205845949.0
AGIX-USD,2020-08-07,14545971.0,16191106.0,17542935.0,18447846.0,19510176.0,21861736.0,24973767.0,14545971.0,16191106.0,17542935.0,18447846.0,19510176.0,21861736.0
AGIX-USD,2020-08-19,30854155.0,29347505.0,26501858.0,28637885.0,31950909.0,28754060.0,37376199.0,30854155.0,29347505.0,26501858.0,28637885.0,31950909.0,28754060.0
AGIX-USD,2021-01-01,35707612.0,35386756.0,35588259.0,37458117.0,36670697.0,37607362.0,39216727.0,35707612.0,35386756.0,35588259.0,37458117.0,36670697.0,37607362.0
AGIX-USD,2021-01-21,38806148.0,37940810.0,38655788.0,37822819.0,38626403.0,39611660.0,41049365.0,38806148.0,37940810.0,38655788.0,37822819.0,38626403.0,39611660.0
AGIX-USD,2021-01-31,41567322.0,38535658.0,37095082.0,35385135.0,39218769.0,41177361.0,44629755.0,41567322.0,38535658.0,37095082.0,35385135.0,39218769.0,41177361.0
AGIX-USD,2021-02-06,44629755.0,41482137.0,43246036.0,41796792.0,43550620.0,46087349.0,50838136.0,44629755.0,41482137.0,43246036.0,41796792.0,43550620.0,46087349.0
AGIX-USD,2021-02-10,43550620.0,46087349.0,50838136.0,45764614.0,53781553.0,60527303.0,83997530.0,43550620.0,46087349.0,50838136.0,45764614.0,53781553.0,60527303.0
AGIX-USD,2021-02-23,57426727.0,60399182.0,56600731.0,53132674.0,56270645.0,59691805.0,63220256.0,57426727.0,60399182.0,56600731.0,53132674.0,56270645.0,59691805.0
AGIX-USD,2021-03-24,80797077.0,77492238.0,80813318.0,77995600.0,83490600.0,89507208.0,94837612.0,80797077.0,77492238.0,80813318.0,77995600.0,83490600.0,89507208.0
AGIX-USD,2021-05-23,97663860.0,91884101.0,89825005.0,85926066.0,90509982.0,87584580.0,95011324.0,97663860.0,91884101.0,89825005.0,85926066.0,90509982.0,87584580.0
AGIX-USD,2021-05-28,87584580.0,95011324.0,91840231.0,91405380.0,91407117.0,91407689.0,91409046.0,87584580.0,95011324.0,91840231.0,91405380.0,91407117.0,91407689.0
AGIX-USD,2021-08-26,160024330.0,153722818.0,160017542.0,151347510.0,159716503.0,173883414.0,192256183.0,160024330.0,153722818.0,160017542.0,151347510.0,159716503.0,173883414.0
AGIX-USD,2021-08-30,159716503.0,173883414.0,192256183.0,179565892.0,191484469.0,209811239.0,240720451.0,159716503.0,173883414.0,192256183.0,179565892.0,191484469.0,209811239.0
AGIX-USD,2021-09-20,228369128.0,239453259.0,223142646.0,206764021.0,194806497.0,211097982.0,230093213.0,228369128.0,239453259.0,223142646.0,206764021.0,194806497.0,211097982.0
AGIX-USD,2022-03-21,-33623077.0,-29359915.0,-37825129.0,-32877022.0,-25113729.0,-18508080.0,-5993550.0,-33623077.0,-29359915.0,-37825129.0,-32877022.0,-25113729.0,-18508080.0
AGIX-USD,2022-09-13,-83967343.0,-82129248.0,-79104866.0,-83249187.0,-81626245.0,-77549009.0,-70188934.0,-83967343.0,-82129248.0,-79104866.0,-83249187.0,-81626245.0,-77549009.0
AGIX-USD,2022-10-10,-77312533.0,-78274484.0,-78535253.0,-79168538.0,-79791061.0,-67277050.0,-22643910.0,-77312533.0,-78274484.0,-78535253.0,-79168538.0,-79791061.0,-67277050.0
AGIX-USD,2023-01-05,-124428899.0,-125488052.0,-123502411.0,-124735807.0,-113357159.0,-104308299.0,-68126741.0,-124428899.0,-125488052.0,-123502411.0,-124735807.0,-113357159.0,-104308299.0
AGIX-USD,2023-01-09,-113357159.0,-104308299.0,-68126741.0,-56143304.0,-10006031.0,-69723435.0,-36961216.0,-113357159.0,-104308299.0,-68126741.0,-56143304.0,-10006031.0,-69723435.0
AGIX-USD,2023-01-31,140957730.0,112900509.0,84267780.0,110742307.0,145333392.0,90508437.0,245529069.0,140957730.0,112900509.0,84267780.0,110742307.0,145333392.0,90508437.0
AGIX-USD,2023-02-04,145333392.0,90508437.0,245529069.0,446654459.0,821017972.0,559251485.0,1010129918.0,145333392.0,90508437.0,245529069.0,446654459.0,821017972.0,559251485.0
AGIX-USD,2023-02-26,452205732.0,703943691.0,548780312.0,633771018.0,815432009.0,1317688050.0,1619271877.0,452205732.0,703943691.0,548780312.0,633771018.0,815432009.0,1317688050.0
AGIX-USD,2023-03-11,890155336.0,725259129.0,922689676.0,783355696.0,952363420.0,1207917076.0,1727589183.0,890155336.0,725259129.0,922689676.0,783355696.0,952363420.0,1207917076.0
AGIX-USD,2024-02-14,2622589560.0,2650769390.0,2618956542.0,2650089939.0,2690268135.0,2932304092.0,3202582480.0,2622589560.0,2650769390.0,2618956542.0,2650089939.0,2690268135.0,2932304092.0
AGIX-USD,2024-02-18,2690268135.0,2932304092.0,3202582480.0,3055831747.0,3323115836.0,3516532892.0,3802789081.0,2690268135.0,2932304092.0,3202582480.0,3055831747.0,3323115836.0,3516532892.0
AGIX-USD,2024-02-27,4447611543.0,4690920428.0,4503433470.0,4319732443.0,4661349319.0,4398523390.0,4964558438.0,4447611543.0,4690920428.0,4503433470.0,4319732443.0,4661349319.0,4398523390.0
AGIX-USD,2024-03-04,4964558438.0,5350014762.0,4975391191.0,4666253643.0,4325595953.0,4842699417.0,5387996133.0,4964558438.0,5350014762.0,4975391191.0,4666253643.0,4325595953.0,4842699417.0
AGIX-USD,2024-06-18,4196188005.0,4240515460.0,4133278228.0,4029933488.0,4169995925.0,4359286976.0,4448533863.0,4196188005.0,4240515460.0,4133278228.0,4029933488.0,4169995925.0,4359286976.0
AGIX-USD,2024-08-08,4284736000.0,4286738765.0,4286385404.0,4286941091.0,4286661262.0,4286986570.0,4287402017.0,4284736000.0,4286738765.0,4286385404.0,4286941091.0,4286661262.0,4286986570.0
AGIX-USD,2024-08-19,4287096925.0,4287189447.0,4287089443.0,4287641858.0,4287378468.0,4288095586.0,4288987013.0,4287096925.0,4287189447.0,4287089443.0,4287641858.0,4287378468.0,4288095586.0
AGIX-USD,2025-05-07,4297324260.0,4297311263.0,4297326077.0,4297315202.0,4297359193.0,4297425522.0,4297436391.0,4297324260.0,4297311263.0,4297326077.0,4297315202.0,4297359193.0,4297425522.0
AIOZ-USD,2021-05-23,-166100483.0,-166896662.0,-168144616.0,-169429325.0,-167232505.0,-168724272.0,-167383721.0,-166100483.0,-166896662.0,-168144616.0,-169429325.0,-167232505.0,-168724272.0
AIOZ-USD,2021-05-29,-167383721.0,-168362472.0,-169158667.0,-169744523.0,-169308081.0,-168642786.0,-169328742.0,-167383721.0,-168362472.0,-169158667.0,-169744523.0,-169308081.0,-168642786.0
AIOZ-USD,2021-06-10,-168889412.0,-169479014.0,-168798179.0,-169283856.0,-168869226.0,-168411870.0,-167581263.0,-168889412.0,-169479014.0,-168798179.0,-169283856.0,-168869226.0,-168411870.0
AIOZ-USD,2021-07-24,-174383482.0,-175138553.0,-174614734.0,-175292060.0,-174621859.0,-173986795.0,-173017671.0,-174383482.0,-175138553.0,-174614734.0,-175292060.0,-174621859.0,-173986795.0
AIOZ-USD,2021-08-29,-167593667.0,-166038753.0,-166535361.0,-167142864.0,-166112293.0,-162619012.0,-159144601.0,-167593667.0,-166038753.0,-166535361.0,-167142864.0,-166112293.0,-162619012.0
AIOZ-USD,2021-10-31,-163865404.0,-164635271.0,-165571902.0,-164015349.0,-163150320.0,-162316594.0,-147841585.0,-163865404.0,-164635271.0,-165571902.0,-164015349.0,-163150320.0,-162316594.0
AIOZ-USD,2021-11-08,-149351555.0,-150583617.0,-151634593.0,-150652693.0,-149323003.0,-145172736.0,-141649817.0,-149351555.0,-150583617.0,-151634593.0,-150652693.0,-149323003.0,-145172736.0
AIOZ-USD,2021-11-12,-149323003.0,-145172736.0,-141649817.0,-146223075.0,-144113672.0,-132602954.0,-115832397.0,-149323003.0,-145172736.0,-141649817.0,-146223075.0,-144113672.0,-132602954.0
AIOZ-USD,2021-11-18,-115832397.0,-122986587.0,-117593222.0,-122022133.0,-119436695.0,-109058060.0,-118215993.0,-115832397.0,-122986587.0,-117593222.0,-122022133.0,-119436695.0,-109058060.0
AIOZ-USD,2022-03-05,-162331770.0,-162886385.0,-163297150.0,-162970383.0,-162373736.0,-159507568.0,-154543873.0,-162331770.0,-162886385.0,-163297150.0,-162970383.0,-162373736.0,-159507568.0
AIOZ-USD,2022-03-31,-146677029.0,-143907448.0,-137531640.0,-141091325.0,-138610083.0,-140095269.0,-125429923.0,-146677029.0,-143907448.0,-137531640.0,-141091325.0,-138610083.0,-140095269.0
AIOZ-USD,2022-05-17,-157818925.0,-157224910.0,-156331523.0,-155715765.0,-156301838.0,-155793335.0,-145074726.0,-157818925.0,-157224910.0,-156331523.0,-155715765.0,-156301838.0,-155793335.0
AIOZ-USD,2022-07-02,-163864371.0,-164199638.0,-164501245.0,-164237563.0,-164012715.0,-163757721.0,-149431126.0,-163864371.0,-164199638.0,-164501245.0,-164237563.0,-164012715.0,-163757721.0
AIOZ-USD,2022-11-12,-132894441.0,-132551110.0,-132696948.0,-132813624.0,-132997408.0,-132649094.0,-120093362.0,-132894441.0,-132551110.0,-132696948.0,-132813624.0,-132997408.0,-132649094.0
AIOZ-USD,2023-11-15,-105619287.0,-104407119.0,-104915750.0,-104370545.0,-101625636.0,-99775737.0,-96965778.0,-105619287.0,-104407119.0,-104915750.0,-104370545.0,-101625636.0,-99775737.0
AIOZ-USD,2023-11-21,-96965778.0,-63663619.0,-75924889.0,-79985559.0,-82600886.0,-77164238.0,-69969847.0,-96965778.0,-63663619.0,-75924889.0,-79985559.0,-82600886.0,-77164238.0
AIOZ-USD,2023-11-26,-77164238.0,-69969847.0,-73503444.0,-75530508.0,-69950724.0,-65978617.0,-31533943.0,-77164238.0,-69969847.0,-73503444.0,-75530508.0,-69950724.0,-65978617.0
AIOZ-USD,2024-02-15,-97652582.0,-99328585.0,-96696194.0,-98623590.0,-86681944.0,-89940355.0,-84217659.0,-97652582.0,-99328585.0,-96696194.0,-98623590.0,-86681944.0,-89940355.0
AIOZ-USD,2024-02-19,-86681944.0,-89940355.0,-84217659.0,-90800885.0,-84857199.0,-75037885.0,-59406513.0,-86681944.0,-89940355.0,-84217659.0,-90800885.0,-84857199.0,-75037885.0
AIOZ-USD,2024-03-04,-66987157.0,-73104365.0,-77212863.0,-83578475.0,-76634778.0,-67697235.0,-37491153.0,-66987157.0,-73104365.0,-77212863.0,-83578475.0,-76634778.0,-67697235.0
