breakout_date,breakout_date_1,breakout_high,symbol,breakout_date_2,breakout_date_3
2020-12-29,2020-12-29,1.1112819910049438,1INCH-USD,2020-12-29,2020-12-29
2020-12-28,2020-12-29,1.2544469833374023,1INCH-USD,2020-12-28,2020-12-29
2020-12-27,2020-12-29,1.6307810544967651,1INCH-USD,2020-12-27,2020-12-29
2020-12-26,2020-12-29,2.4349160194396973,1INCH-USD,2020-12-26,2020-12-29
2021-01-03,2021-01-03,1.1347529888153076,1INCH-USD,2021-01-03,2021-01-03
2021-01-02,2021-01-03,1.1578550338745115,1INCH-USD,2021-01-02,2021-01-03
2021-01-01,2021-01-03,1.3896249532699585,1INCH-USD,2021-01-01,2021-01-03
2020-12-31,2021-01-03,1.3859399557113647,1INCH-USD,2020-12-31,2021-01-03
2021-01-14,2021-01-14,1.3957890272140503,1INCH-USD,2021-01-14,2021-01-14
2021-01-13,2021-01-14,1.3039129972457886,1INCH-USD,2021-01-13,2021-01-14
2021-01-12,2021-01-14,1.2020549774169922,1INCH-USD,2021-01-12,2021-01-14
2021-01-11,2021-01-14,1.2089780569076538,1INCH-USD,2021-01-11,2021-01-14
2021-01-21,2021-01-21,1.876613974571228,1INCH-USD,2021-01-21,2021-01-21
2021-01-20,2021-01-21,1.960662007331848,1INCH-USD,2021-01-20,2021-01-21
2021-01-19,2021-01-21,2.090567111968994,1INCH-USD,2021-01-19,2021-01-21
2021-01-18,2021-01-21,2.066309928894043,1INCH-USD,2021-01-18,2021-01-21
2021-01-25,2021-01-25,2.704353094100952,1INCH-USD,2021-01-25,2021-01-25
2021-01-24,2021-01-25,2.483419895172119,1INCH-USD,2021-01-24,2021-01-25
2021-01-23,2021-01-25,1.990242958068848,1INCH-USD,2021-01-23,2021-01-25
2021-01-22,2021-01-25,1.8473689556121824,1INCH-USD,2021-01-22,2021-01-25
2021-01-29,2021-01-29,3.457257032394409,1INCH-USD,2021-01-29,2021-01-29
2021-01-28,2021-01-29,3.3435099124908447,1INCH-USD,2021-01-28,2021-01-29
2021-01-27,2021-01-29,2.702423095703125,1INCH-USD,2021-01-27,2021-01-29
2021-01-26,2021-01-29,2.675813913345337,1INCH-USD,2021-01-26,2021-01-29
2021-04-24,2021-04-24,4.2841877937316895,1INCH-USD,2021-04-24,2021-04-24
2021-04-23,2021-04-24,4.690489768981934,1INCH-USD,2021-04-23,2021-04-24
2021-04-22,2021-04-24,5.324549198150635,1INCH-USD,2021-04-22,2021-04-24
2021-04-21,2021-04-24,5.278470039367676,1INCH-USD,2021-04-21,2021-04-24
2021-05-23,2021-05-23,2.884821891784668,1INCH-USD,2021-05-23,2021-05-23
2021-05-22,2021-05-23,3.152384042739868,1INCH-USD,2021-05-22,2021-05-23
2021-05-21,2021-05-23,3.807650089263916,1INCH-USD,2021-05-21,2021-05-23
2021-05-20,2021-05-23,3.959944009780884,1INCH-USD,2021-05-20,2021-05-23
2021-06-12,2021-06-12,2.820101022720337,1INCH-USD,2021-06-12,2021-06-12
2021-06-11,2021-06-12,3.066056966781616,1INCH-USD,2021-06-11,2021-06-12
2021-06-10,2021-06-12,3.25295090675354,1INCH-USD,2021-06-10,2021-06-12
2021-06-09,2021-06-12,3.229724884033203,1INCH-USD,2021-06-09,2021-06-12
2021-10-24,2021-10-24,4.066686153411865,1INCH-USD,2021-10-24,2021-10-24
2021-10-23,2021-10-24,4.076032161712647,1INCH-USD,2021-10-23,2021-10-24
2021-10-22,2021-10-24,4.330117225646973,1INCH-USD,2021-10-22,2021-10-24
2021-10-21,2021-10-24,4.536287784576416,1INCH-USD,2021-10-21,2021-10-24
2020-01-08,2020-01-08,0.013944000005722,A-USD,2020-01-08,2020-01-08
2020-01-07,2020-01-08,0.015642000362277,A-USD,2020-01-07,2020-01-08
2020-01-06,2020-01-08,0.0227349996566772,A-USD,2020-01-06,2020-01-08
2020-01-05,2020-01-08,0.0229979995638132,A-USD,2020-01-05,2020-01-08
2020-02-08,2020-02-08,0.0130329998210072,A-USD,2020-02-08,2020-02-08
2020-02-07,2020-02-08,0.0131599996238946,A-USD,2020-02-07,2020-02-08
2020-02-06,2020-02-08,0.0170809999108314,A-USD,2020-02-06,2020-02-08
2020-02-05,2020-02-08,0.016525000333786,A-USD,2020-02-05,2020-02-08
2020-03-13,2020-03-13,0.0070310002192854,A-USD,2020-03-13,2020-03-13
2020-03-12,2020-03-13,0.0099710002541542,A-USD,2020-03-12,2020-03-13
2020-03-11,2020-03-13,0.0105060003697872,A-USD,2020-03-11,2020-03-13
2020-03-10,2020-03-13,0.0115710003301501,A-USD,2020-03-10,2020-03-13
2020-03-22,2020-03-22,0.0031030001118779,A-USD,2020-03-22,2020-03-22
2020-03-21,2020-03-22,0.003175999969244,A-USD,2020-03-21,2020-03-22
2020-03-20,2020-03-22,0.0026410000864416,A-USD,2020-03-20,2020-03-22
2020-03-19,2020-03-22,0.0087750004604458,A-USD,2020-03-19,2020-03-22
2020-03-31,2020-03-31,0.0018729999428614,A-USD,2020-03-31,2020-03-31
2020-03-30,2020-03-31,0.0019539999775588,A-USD,2020-03-30,2020-03-31
2020-03-29,2020-03-31,0.0019450000254437,A-USD,2020-03-29,2020-03-31
2020-03-28,2020-03-31,0.0029390000272542,A-USD,2020-03-28,2020-03-31
2020-04-04,2020-04-04,0.0026489999145269,A-USD,2020-04-04,2020-04-04
2020-04-03,2020-04-04,0.0024719999637454,A-USD,2020-04-03,2020-04-04
2020-04-02,2020-04-04,0.0016809999942779,A-USD,2020-04-02,2020-04-04
2020-04-01,2020-04-04,0.0016339999856427,A-USD,2020-04-01,2020-04-04
2020-04-16,2020-04-16,0.0029219998978078,A-USD,2020-04-16,2020-04-16
2020-04-15,2020-04-16,0.0024470000062137,A-USD,2020-04-15,2020-04-16
2020-04-14,2020-04-16,0.0028210000600665,A-USD,2020-04-14,2020-04-16
2020-04-13,2020-04-16,0.0059250001795589,A-USD,2020-04-13,2020-04-16
2020-04-22,2020-04-22,0.0025780000723898,A-USD,2020-04-22,2020-04-22
2020-04-21,2020-04-22,0.0025869999080896,A-USD,2020-04-21,2020-04-22
2020-04-20,2020-04-22,0.00322200008668,A-USD,2020-04-20,2020-04-22
2020-04-19,2020-04-22,0.0035739999730139,A-USD,2020-04-19,2020-04-22
2020-04-26,2020-04-26,0.0046470002271234,A-USD,2020-04-26,2020-04-26
2020-04-25,2020-04-26,0.0067489999346435,A-USD,2020-04-25,2020-04-26
2020-04-24,2020-04-26,0.001890999963507,A-USD,2020-04-24,2020-04-26
2020-04-23,2020-04-26,0.0022340000141412,A-USD,2020-04-23,2020-04-26
2020-05-25,2020-05-25,0.0022809999063611,A-USD,2020-05-25,2020-05-25
2020-05-24,2020-05-25,0.0023010000586509,A-USD,2020-05-24,2020-05-25
2020-05-23,2020-05-25,0.0025659999810159,A-USD,2020-05-23,2020-05-25
2020-05-22,2020-05-25,0.0025440000463277,A-USD,2020-05-22,2020-05-25
2020-06-03,2020-06-03,0.0030720001086592,A-USD,2020-06-03,2020-06-03
2020-06-02,2020-06-03,0.0029609999619424,A-USD,2020-06-02,2020-06-03
2020-06-01,2020-06-03,0.0029029999859631,A-USD,2020-06-01,2020-06-03
2020-05-31,2020-06-03,0.0031550000421702,A-USD,2020-05-31,2020-06-03
2020-06-11,2020-06-11,0.0037440001033246,A-USD,2020-06-11,2020-06-11
2020-06-10,2020-06-11,0.0039340001530945,A-USD,2020-06-10,2020-06-11
2020-06-09,2020-06-11,0.0050889998674392,A-USD,2020-06-09,2020-06-11
2020-06-08,2020-06-11,0.0051690000109374,A-USD,2020-06-08,2020-06-11
2020-06-15,2020-06-15,0.0052220001816749,A-USD,2020-06-15,2020-06-15
2020-06-14,2020-06-15,0.0052649998106062,A-USD,2020-06-14,2020-06-15
2020-06-13,2020-06-15,0.0025710000190883,A-USD,2020-06-13,2020-06-15
2020-06-12,2020-06-15,0.0034270000178366,A-USD,2020-06-12,2020-06-15
2020-06-23,2020-06-23,0.0140680000185966,A-USD,2020-06-23,2020-06-23
2020-06-22,2020-06-23,0.0126830004155635,A-USD,2020-06-22,2020-06-23
2020-06-21,2020-06-23,0.0135239996016025,A-USD,2020-06-21,2020-06-23
2020-06-20,2020-06-23,0.0194240007549524,A-USD,2020-06-20,2020-06-23
2020-06-30,2020-06-30,0.0214869994670152,A-USD,2020-06-30,2020-06-30
2020-06-29,2020-06-30,0.0218460001051425,A-USD,2020-06-29,2020-06-30
2020-06-28,2020-06-30,0.0209970008581876,A-USD,2020-06-28,2020-06-30
2020-06-27,2020-06-30,0.020270999521017,A-USD,2020-06-27,2020-06-30
2020-07-12,2020-07-12,0.0052319997921586,A-USD,2020-07-12,2020-07-12
2020-07-11,2020-07-12,0.0096629997715353,A-USD,2020-07-11,2020-07-12
2020-07-10,2020-07-12,0.0114470003172755,A-USD,2020-07-10,2020-07-12
2020-07-09,2020-07-12,0.007590000052005,A-USD,2020-07-09,2020-07-12
2020-07-16,2020-07-16,0.0072639998979866,A-USD,2020-07-16,2020-07-16
2020-07-15,2020-07-16,0.0072980001568794,A-USD,2020-07-15,2020-07-16
2020-07-14,2020-07-16,0.0038350000977516,A-USD,2020-07-14,2020-07-16
2020-07-13,2020-07-16,0.0042220000177621,A-USD,2020-07-13,2020-07-16
2020-07-24,2020-07-24,0.0108829997479915,A-USD,2020-07-24,2020-07-24
2020-07-23,2020-07-24,0.0107380002737045,A-USD,2020-07-23,2020-07-24
2020-07-22,2020-07-24,0.0106920003890991,A-USD,2020-07-22,2020-07-24
2020-07-21,2020-07-24,0.0112370001152157,A-USD,2020-07-21,2020-07-24
2020-08-20,2020-08-20,0.0035149999894201,A-USD,2020-08-20,2020-08-20
2020-08-19,2020-08-20,0.003878999967128,A-USD,2020-08-19,2020-08-20
2020-08-18,2020-08-20,0.0040620001964271,A-USD,2020-08-18,2020-08-20
2020-08-17,2020-08-20,0.0038999998942017,A-USD,2020-08-17,2020-08-20
2020-08-29,2020-08-29,0.0060800001956522,A-USD,2020-08-29,2020-08-29
2020-08-28,2020-08-29,0.0072889998555183,A-USD,2020-08-28,2020-08-29
2020-08-27,2020-08-29,0.0035429999697953,A-USD,2020-08-27,2020-08-29
2020-08-26,2020-08-29,0.0069510000757873,A-USD,2020-08-26,2020-08-29
2020-09-02,2020-09-02,0.0048239999450743,A-USD,2020-09-02,2020-09-02
2020-09-01,2020-09-02,0.0049189999699592,A-USD,2020-09-01,2020-09-02
2020-08-31,2020-09-02,0.0036780000664293,A-USD,2020-08-31,2020-09-02
2020-08-30,2020-09-02,0.0030149999074637,A-USD,2020-08-30,2020-09-02
2020-09-07,2020-09-07,0.0023070001043379,A-USD,2020-09-07,2020-09-07
2020-09-06,2020-09-07,0.005909000057727,A-USD,2020-09-06,2020-09-07
2020-09-05,2020-09-07,0.0057629998773336,A-USD,2020-09-05,2020-09-07
2020-09-04,2020-09-07,0.0056670000776648,A-USD,2020-09-04,2020-09-07
2020-09-16,2020-09-16,0.0028470000252127,A-USD,2020-09-16,2020-09-16
2020-09-15,2020-09-16,0.0033279999624937,A-USD,2020-09-15,2020-09-16
2020-09-14,2020-09-16,0.0035780000034719,A-USD,2020-09-14,2020-09-16
2020-09-13,2020-09-16,0.0033460000995546,A-USD,2020-09-13,2020-09-16
2020-09-20,2020-09-20,0.0041149999015033,A-USD,2020-09-20,2020-09-20
2020-09-19,2020-09-20,0.0037509999237954,A-USD,2020-09-19,2020-09-20
2020-09-18,2020-09-20,0.0044280001893639,A-USD,2020-09-18,2020-09-20
2020-09-17,2020-09-20,0.0033700000494718,A-USD,2020-09-17,2020-09-20
2020-09-25,2020-09-25,0.0069189998321235,A-USD,2020-09-25,2020-09-25
2020-09-24,2020-09-25,0.0069380002096295,A-USD,2020-09-24,2020-09-25
2020-09-23,2020-09-25,0.0066309999674558,A-USD,2020-09-23,2020-09-25
2020-09-22,2020-09-25,0.0033100000582635,A-USD,2020-09-22,2020-09-25
2020-10-04,2020-10-04,0.009421999566257,A-USD,2020-10-04,2020-10-04
2020-10-03,2020-10-04,0.0095480000600218,A-USD,2020-10-03,2020-10-04
2020-10-02,2020-10-04,0.0094910003244876,A-USD,2020-10-02,2020-10-04
2020-10-01,2020-10-04,0.0100830001756548,A-USD,2020-10-01,2020-10-04
2020-10-25,2020-10-25,0.007842999882996,A-USD,2020-10-25,2020-10-25
2020-10-24,2020-10-25,0.0078119998797774,A-USD,2020-10-24,2020-10-25
2020-10-23,2020-10-25,0.0078929997980594,A-USD,2020-10-23,2020-10-25
2020-10-22,2020-10-25,0.0078819999471306,A-USD,2020-10-22,2020-10-25
2020-11-13,2020-11-13,0.0043990002013742,A-USD,2020-11-13,2020-11-13
2020-11-12,2020-11-13,0.0043560001067817,A-USD,2020-11-12,2020-11-13
2020-11-11,2020-11-13,0.0043130000121891,A-USD,2020-11-11,2020-11-13
2020-11-10,2020-11-13,0.0041700000874698,A-USD,2020-11-10,2020-11-13
2020-11-21,2020-11-21,0.0109639996662735,A-USD,2020-11-21,2020-11-21
2020-11-20,2020-11-21,0.0108260000124573,A-USD,2020-11-20,2020-11-21
2020-11-19,2020-11-21,0.0102800000458955,A-USD,2020-11-19,2020-11-21
2020-11-18,2020-11-21,0.0105630001053214,A-USD,2020-11-18,2020-11-21
2020-11-27,2020-11-27,0.009069999679923,A-USD,2020-11-27,2020-11-27
2020-11-26,2020-11-27,0.0098230000585317,A-USD,2020-11-26,2020-11-27
2020-11-25,2020-11-27,0.010165000334382,A-USD,2020-11-25,2020-11-27
2020-11-24,2020-11-27,0.0127649996429681,A-USD,2020-11-24,2020-11-27
2020-12-14,2020-12-14,0.0091779995709657,A-USD,2020-12-14,2020-12-14
2020-12-13,2020-12-14,0.0092110000550746,A-USD,2020-12-13,2020-12-14
2020-12-12,2020-12-14,0.0089609995484352,A-USD,2020-12-12,2020-12-14
2020-12-11,2020-12-14,0.0086989998817443,A-USD,2020-12-11,2020-12-14
2020-12-24,2020-12-24,0.0080479998141527,A-USD,2020-12-24,2020-12-24
2020-12-23,2020-12-24,0.010331000201404,A-USD,2020-12-23,2020-12-24
2020-12-22,2020-12-24,0.0101150004193186,A-USD,2020-12-22,2020-12-24
2020-12-21,2020-12-24,0.0103019997477531,A-USD,2020-12-21,2020-12-24
2020-12-29,2020-12-29,0.0064539997838437,A-USD,2020-12-29,2020-12-29
2020-12-28,2020-12-29,0.0064989998936653,A-USD,2020-12-28,2020-12-29
2020-12-27,2020-12-29,0.0064110001549124,A-USD,2020-12-27,2020-12-29
2020-12-26,2020-12-29,0.0061010001227259,A-USD,2020-12-26,2020-12-29
2021-01-05,2021-01-05,0.0123260002583265,A-USD,2021-01-05,2021-01-05
2021-01-04,2021-01-05,0.0124599998816847,A-USD,2021-01-04,2021-01-05
2021-01-03,2021-01-05,0.0120190000161528,A-USD,2021-01-03,2021-01-05
2021-01-02,2021-01-05,0.0198529995977878,A-USD,2021-01-02,2021-01-05
2021-01-21,2021-01-21,0.0129540003836154,A-USD,2021-01-21,2021-01-21
2021-01-20,2021-01-21,0.0132320001721382,A-USD,2021-01-20,2021-01-21
2021-01-19,2021-01-21,0.0136590003967285,A-USD,2021-01-19,2021-01-21
2021-01-18,2021-01-21,0.013065000064671,A-USD,2021-01-18,2021-01-21
2021-02-04,2021-02-04,0.0175230000168085,A-USD,2021-02-04,2021-02-04
2021-02-03,2021-02-04,0.0171310007572174,A-USD,2021-02-03,2021-02-04
2021-02-02,2021-02-04,0.0161639992147684,A-USD,2021-02-02,2021-02-04
2021-02-01,2021-02-04,0.0149750001728534,A-USD,2021-02-01,2021-02-04
2021-02-18,2021-02-18,0.023089999333024,A-USD,2021-02-18,2021-02-18
2021-02-17,2021-02-18,0.0228250008076429,A-USD,2021-02-17,2021-02-18
2021-02-16,2021-02-18,0.0221009999513626,A-USD,2021-02-16,2021-02-18
2021-02-15,2021-02-18,0.021714000031352,A-USD,2021-02-15,2021-02-18
2021-02-22,2021-02-22,0.0245140008628368,A-USD,2021-02-22,2021-02-22
2021-02-21,2021-02-22,0.0248969998210668,A-USD,2021-02-21,2021-02-22
2021-02-20,2021-02-22,0.0249019991606473,A-USD,2021-02-20,2021-02-22
2021-02-19,2021-02-22,0.0162489991635084,A-USD,2021-02-19,2021-02-22
2021-03-07,2021-03-07,0.0107540003955364,A-USD,2021-03-07,2021-03-07
2021-03-06,2021-03-07,0.010313999839127,A-USD,2021-03-06,2021-03-07
2021-03-05,2021-03-07,0.0100210001692175,A-USD,2021-03-05,2021-03-07
2021-03-04,2021-03-07,0.010505000129342,A-USD,2021-03-04,2021-03-07
2021-03-12,2021-03-12,0.0367899984121322,A-USD,2021-03-12,2021-03-12
2021-03-11,2021-03-12,0.0373140014708042,A-USD,2021-03-11,2021-03-12
2021-03-10,2021-03-12,0.037941001355648,A-USD,2021-03-10,2021-03-12
2021-03-09,2021-03-12,0.0115250004455447,A-USD,2021-03-09,2021-03-12
2021-04-01,2021-04-01,0.0302259996533393,A-USD,2021-04-01,2021-04-01
2021-03-31,2021-04-01,0.030231999233365,A-USD,2021-03-31,2021-04-01
2021-03-30,2021-04-01,0.0293760001659393,A-USD,2021-03-30,2021-04-01
2021-03-29,2021-04-01,0.0289259999990463,A-USD,2021-03-29,2021-04-01
2021-04-20,2021-04-20,0.0055430000647902,A-USD,2021-04-20,2021-04-20
2021-04-19,2021-04-20,0.0287599992007017,A-USD,2021-04-19,2021-04-20
2021-04-18,2021-04-20,0.0236019995063543,A-USD,2021-04-18,2021-04-20
2021-04-17,2021-04-20,0.0084159998223185,A-USD,2021-04-17,2021-04-20
2021-05-03,2021-05-03,0.0235890001058578,A-USD,2021-05-03,2021-05-03
2021-05-02,2021-05-03,0.0231609996408224,A-USD,2021-05-02,2021-05-03
2021-05-01,2021-05-03,0.0233789999037981,A-USD,2021-05-01,2021-05-03
2021-04-30,2021-05-03,0.0231599994003772,A-USD,2021-04-30,2021-05-03
2021-05-09,2021-05-09,0.0051549999043345,A-USD,2021-05-09,2021-05-09
2021-05-08,2021-05-09,0.0390280000865459,A-USD,2021-05-08,2021-05-09
2021-05-07,2021-05-09,0.0493879988789558,A-USD,2021-05-07,2021-05-09
2021-05-06,2021-05-09,0.0459120012819767,A-USD,2021-05-06,2021-05-09
2021-05-14,2021-05-14,0.0092590004205703,A-USD,2021-05-14,2021-05-14
2021-05-13,2021-05-14,0.0106459995731711,A-USD,2021-05-13,2021-05-14
2021-05-12,2021-05-14,0.0111809996888041,A-USD,2021-05-12,2021-05-14
2021-05-11,2021-05-14,0.0080270003527402,A-USD,2021-05-11,2021-05-14
2021-05-18,2021-05-18,0.0068299998529255,A-USD,2021-05-18,2021-05-18
2021-05-17,2021-05-18,0.0071319998241961,A-USD,2021-05-17,2021-05-18
2021-05-16,2021-05-18,0.0046120001934468,A-USD,2021-05-16,2021-05-18
2021-05-15,2021-05-18,0.0049350000917911,A-USD,2021-05-15,2021-05-18
2021-05-22,2021-05-22,0.019166000187397,A-USD,2021-05-22,2021-05-22
2021-05-21,2021-05-22,0.0260000005364418,A-USD,2021-05-21,2021-05-22
2021-05-20,2021-05-22,0.0035379999317228,A-USD,2021-05-20,2021-05-22
2021-05-19,2021-05-22,0.0041009997949004,A-USD,2021-05-19,2021-05-22
2021-05-30,2021-05-30,0.0185640007257461,A-USD,2021-05-30,2021-05-30
2021-05-29,2021-05-30,0.0178440008312463,A-USD,2021-05-29,2021-05-30
2021-05-28,2021-05-30,0.0204799994826316,A-USD,2021-05-28,2021-05-30
2021-05-27,2021-05-30,0.0206819996237754,A-USD,2021-05-27,2021-05-30
2021-06-03,2021-06-03,0.0157919991761446,A-USD,2021-06-03,2021-06-03
2021-06-02,2021-06-03,0.0152930002659559,A-USD,2021-06-02,2021-06-03
2021-06-01,2021-06-03,0.0147179998457431,A-USD,2021-06-01,2021-06-03
2021-05-31,2021-06-03,0.0084950001910328,A-USD,2021-05-31,2021-06-03
2021-06-12,2021-06-12,0.0076890001073479,A-USD,2021-06-12,2021-06-12
2021-06-11,2021-06-12,0.0078450003638863,A-USD,2021-06-11,2021-06-12
2021-06-10,2021-06-12,0.0084159998223185,A-USD,2021-06-10,2021-06-12
2021-06-09,2021-06-12,0.0081789996474981,A-USD,2021-06-09,2021-06-12
2021-06-18,2021-06-18,0.0130979996174573,A-USD,2021-06-18,2021-06-18
2021-06-17,2021-06-18,0.013485999777913,A-USD,2021-06-17,2021-06-18
2021-06-16,2021-06-18,0.0138739999383687,A-USD,2021-06-16,2021-06-18
2021-06-15,2021-06-18,0.0141289997845888,A-USD,2021-06-15,2021-06-18
2021-07-13,2021-07-13,0.006345999892801,A-USD,2021-07-13,2021-07-13
2021-07-12,2021-07-13,0.0067529999651014,A-USD,2021-07-12,2021-07-13
2021-07-11,2021-07-13,0.0067409998737275,A-USD,2021-07-11,2021-07-13
2021-07-10,2021-07-13,0.0065700002014636,A-USD,2021-07-10,2021-07-13
2021-07-25,2021-07-25,0.0073819998651742,A-USD,2021-07-25,2021-07-25
2021-07-24,2021-07-25,0.0073930001817643,A-USD,2021-07-24,2021-07-25
2021-07-23,2021-07-25,0.0082170004025101,A-USD,2021-07-23,2021-07-25
2021-07-22,2021-07-25,0.0070919999852776,A-USD,2021-07-22,2021-07-25
2021-07-29,2021-07-29,0.0080519998446106,A-USD,2021-07-29,2021-07-29
2021-07-28,2021-07-29,0.0079669998958706,A-USD,2021-07-28,2021-07-29
2021-07-27,2021-07-29,0.0078819999471306,A-USD,2021-07-27,2021-07-29
2021-07-26,2021-07-29,0.0076990001834928,A-USD,2021-07-26,2021-07-29
2021-08-02,2021-08-02,0.0113540003076195,A-USD,2021-08-02,2021-08-02
2021-08-01,2021-08-02,0.0113650001585483,A-USD,2021-08-01,2021-08-02
2021-07-31,2021-08-02,0.0084619997069239,A-USD,2021-07-31,2021-08-02
2021-07-30,2021-08-02,0.0085890004411339,A-USD,2021-07-30,2021-08-02
2021-08-13,2021-08-13,0.0090030003339052,A-USD,2021-08-13,2021-08-13
2021-08-12,2021-08-13,0.0094210002571344,A-USD,2021-08-12,2021-08-13
2021-08-11,2021-08-13,0.0072479997761547,A-USD,2021-08-11,2021-08-13
2021-08-10,2021-08-13,0.0131580000743269,A-USD,2021-08-10,2021-08-13
2021-08-22,2021-08-22,0.0056830001994967,A-USD,2021-08-22,2021-08-22
2021-08-21,2021-08-22,0.0058590001426637,A-USD,2021-08-21,2021-08-22
2021-08-20,2021-08-22,0.005915000103414,A-USD,2021-08-20,2021-08-22
2021-08-19,2021-08-22,0.0124019999057054,A-USD,2021-08-19,2021-08-22
2021-09-01,2021-09-01,0.0071229999884963,A-USD,2021-09-01,2021-09-01
2021-08-31,2021-09-01,0.0071499999612569,A-USD,2021-08-31,2021-09-01
2021-08-30,2021-09-01,0.0071519999764859,A-USD,2021-08-30,2021-09-01
2021-08-29,2021-09-01,0.0070560001768171,A-USD,2021-08-29,2021-09-01
2021-09-14,2021-09-14,0.0069519998505711,A-USD,2021-09-14,2021-09-14
2021-09-13,2021-09-14,0.0068979999050498,A-USD,2021-09-13,2021-09-14
2021-09-12,2021-09-14,0.0069160000421106,A-USD,2021-09-12,2021-09-14
2021-09-11,2021-09-14,0.006800000090152,A-USD,2021-09-11,2021-09-14
2021-10-01,2021-10-01,0.0098010003566741,A-USD,2021-10-01,2021-10-01
2021-09-30,2021-10-01,0.0093799997121095,A-USD,2021-09-30,2021-10-01
2021-09-29,2021-10-01,0.0092350002378225,A-USD,2021-09-29,2021-10-01
2021-09-28,2021-10-01,0.009265000000596,A-USD,2021-09-28,2021-10-01
2021-10-07,2021-10-07,0.0140519998967647,A-USD,2021-10-07,2021-10-07
2021-10-06,2021-10-07,0.0150079997256398,A-USD,2021-10-06,2021-10-07
2021-10-05,2021-10-07,0.015014000236988,A-USD,2021-10-05,2021-10-07
2021-10-04,2021-10-07,0.0150049999356269,A-USD,2021-10-04,2021-10-07
2021-10-13,2021-10-13,0.0098879998549819,A-USD,2021-10-13,2021-10-13
2021-10-12,2021-10-13,0.0099600004032254,A-USD,2021-10-12,2021-10-13
2021-10-11,2021-10-13,0.0100020002573728,A-USD,2021-10-11,2021-10-13
2021-10-10,2021-10-13,0.0099090002477169,A-USD,2021-10-10,2021-10-13
2021-11-03,2021-11-03,0.010122999548912,A-USD,2021-11-03,2021-11-03
2021-11-02,2021-11-03,0.0100779999047517,A-USD,2021-11-02,2021-11-03
2021-11-01,2021-11-03,0.0098900003358721,A-USD,2021-11-01,2021-11-03
2021-10-31,2021-11-03,0.0099139995872974,A-USD,2021-10-31,2021-11-03
2022-01-26,2022-01-26,0.0045619998127222,A-USD,2022-01-26,2022-01-26
2022-01-25,2022-01-26,0.0043069999665021,A-USD,2022-01-25,2022-01-26
2022-01-24,2022-01-26,0.0042690001428127,A-USD,2022-01-24,2022-01-26
2022-01-23,2022-01-26,0.0042799999937415,A-USD,2022-01-23,2022-01-26
2022-01-30,2022-01-30,0.0172199998050928,A-USD,2022-01-30,2022-01-30
2022-01-29,2022-01-30,0.0189440008252859,A-USD,2022-01-29,2022-01-30
2022-01-28,2022-01-30,0.0043759997934103,A-USD,2022-01-28,2022-01-30
2022-01-27,2022-01-30,0.0042909998446702,A-USD,2022-01-27,2022-01-30
2022-02-06,2022-02-06,0.0109850000590085,A-USD,2022-02-06,2022-02-06
2022-02-05,2022-02-06,0.0122570004314184,A-USD,2022-02-05,2022-02-06
2022-02-04,2022-02-06,0.0278409998863935,A-USD,2022-02-04,2022-02-06
2022-02-03,2022-02-06,0.024983000010252,A-USD,2022-02-03,2022-02-06
2022-02-10,2022-02-10,0.0199400000274181,A-USD,2022-02-10,2022-02-10
2022-02-09,2022-02-10,0.0306969992816448,A-USD,2022-02-09,2022-02-10
2022-02-08,2022-02-10,0.0132780000567436,A-USD,2022-02-08,2022-02-10
2022-02-07,2022-02-10,0.011285999789834,A-USD,2022-02-07,2022-02-10
2022-02-14,2022-02-14,0.0177549999207258,A-USD,2022-02-14,2022-02-14
2022-02-13,2022-02-14,0.0176849998533725,A-USD,2022-02-13,2022-02-14
2022-02-12,2022-02-14,0.01638999953866,A-USD,2022-02-12,2022-02-14
2022-02-11,2022-02-14,0.0086319996044039,A-USD,2022-02-11,2022-02-14
2022-04-04,2022-04-04,0.0156309995800256,A-USD,2022-04-04,2022-04-04
2022-04-03,2022-04-04,0.0158019997179508,A-USD,2022-04-03,2022-04-04
2022-04-02,2022-04-04,0.0155910002067685,A-USD,2022-04-02,2022-04-04
2022-04-01,2022-04-04,0.0153780002146959,A-USD,2022-04-01,2022-04-04
2022-04-10,2022-04-10,0.0244200006127357,A-USD,2022-04-10,2022-04-10
2022-04-09,2022-04-10,0.0243859998881816,A-USD,2022-04-09,2022-04-10
2022-04-08,2022-04-10,0.0278430003672838,A-USD,2022-04-08,2022-04-10
2022-04-07,2022-04-10,0.028643999248743,A-USD,2022-04-07,2022-04-10
2022-04-26,2022-04-26,0.0095640001818537,A-USD,2022-04-26,2022-04-26
2022-04-25,2022-04-26,0.0095300003886222,A-USD,2022-04-25,2022-04-26
2022-04-24,2022-04-26,0.0093560004606843,A-USD,2022-04-24,2022-04-26
2022-04-23,2022-04-26,0.0093999998643994,A-USD,2022-04-23,2022-04-26
2022-05-13,2022-05-13,0.0028639999218285,A-USD,2022-05-13,2022-05-13
2022-05-12,2022-05-13,0.0028639999218285,A-USD,2022-05-12,2022-05-13
2022-05-11,2022-05-13,0.0031669999007135,A-USD,2022-05-11,2022-05-13
2022-05-10,2022-05-13,0.0031850000377744,A-USD,2022-05-10,2022-05-13
2022-06-19,2022-06-19,0.002553999889642,A-USD,2022-06-19,2022-06-19
2022-06-18,2022-06-19,0.0024530000519007,A-USD,2022-06-18,2022-06-19
