symbol,breakout_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
CORE-USD,2021-11-13,9.886578820044202,9.08808154085073,8.223541954863405,7.7486489147799755,10.385630091773692,13.145935602824945,13.73486363967923,9.886578820044202,9.08808154085073,8.223541954863405,7.7486489147799755,10.385630091773692,13.145935602824945
CORE-USD,2022-01-23,26.04545879965026,28.76365821314375,27.86641120008443,28.076657862943897,31.951556713731947,30.26832244404328,38.484792904668765,26.04545879965026,28.76365821314375,27.86641120008443,28.076657862943897,31.951556713731947,30.26832244404328
CORE-USD,2022-04-05,5.651542626268544,5.147786967756512,4.6582499308945495,7.181572133708936,17.515325971259195,16.17730249889787,29.204580415814746,5.651542626268544,5.147786967756512,4.6582499308945495,7.181572133708936,17.515325971259195,16.17730249889787
CORE-USD,2023-02-08,2.0808253868341757,2.1025301591269066,2.5995785654526413,63.49843516105893,53.433907454150294,45.36996753179742,39.039592567878486,2.0808253868341757,2.1025301591269066,2.5995785654526413,63.49843516105893,53.433907454150294,45.36996753179742
CORE-USD,2023-02-14,39.039592567878486,33.224149949887305,28.461799962227406,23.546060235585692,20.19732602401691,16.87188556208873,14.498222329755988,39.039592567878486,33.224149949887305,28.461799962227406,23.546060235585692,20.19732602401691,16.87188556208873
CORE-USD,2023-02-23,9.375993097241464,7.89305373043769,7.295094736831184,6.067756077247276,5.108844605497041,4.443765521382602,3.791881256950881,9.375993097241464,7.89305373043769,7.295094736831184,6.067756077247276,5.108844605497041,4.443765521382602
CORE-USD,2023-03-09,2812.770170408736,4263.2444636584505,3493.371262151983,3249.2866817165755,4672.178730664275,5589.340810907911,4574.78129685752,2812.770170408736,4263.2444636584505,3493.371262151983,3249.2866817165755,4672.178730664275,5589.340810907911
CORE-USD,2023-09-30,0.34066185444813146,0.2799457986503382,0.5215520227989072,0.42672438229001497,0.44558820727481496,0.3884679021201834,0.3178373744619682,0.34066185444813146,0.2799457986503382,0.5215520227989072,0.42672438229001497,0.44558820727481496,0.3884679021201834
CORE-USD,2025-03-03,1.5202377118606452,1.2438308551587096,1.019658835101966,0.8677958189293686,0.7100147609422106,0.5809211680436268,9.551054142991402,1.5202377118606452,1.2438308551587096,1.019658835101966,0.8677958189293686,0.7100147609422106,0.5809211680436268
CORE-USD,2025-03-08,0.5809211680436268,9.551054142991402,10.52387757930776,8.610445292160893,7.0449097844952755,5.764017096405225,4.716013987967911,0.5809211680436268,9.551054142991402,10.52387757930776,8.610445292160893,7.0449097844952755,5.764017096405225
COTI-USD,2020-02-29,201511112.6346292,223848073.55235896,216899663.19162115,196837264.12377197,187681118.84303203,197877820.06784967,296064418.62473834,201511112.6346292,223848073.55235896,216899663.19162115,196837264.12377197,187681118.84303203,197877820.06784967
COTI-USD,2020-03-22,262819119.01093027,262399381.62402913,237081295.1625392,215894936.21032113,198407774.7099944,176531201.78395206,201049582.42224324,262819119.01093027,262399381.62402913,237081295.1625392,215894936.21032113,198407774.7099944,176531201.78395206
COTI-USD,2020-07-17,108043590.54905358,104015857.38984868,116014836.35285787,107314391.4550219,97668565.91764838,94156847.58741283,147668218.8019474,108043590.54905358,104015857.38984868,116014836.35285787,107314391.4550219,97668565.91764838,94156847.58741283
COTI-USD,2020-08-07,157541348.5159541,161588677.73444068,169699165.32927287,168361217.11033672,158718499.43800777,159621454.4862839,185781993.98023593,157541348.5159541,161588677.73444068,169699165.32927287,168361217.11033672,158718499.43800777,159621454.4862839
COTI-USD,2020-12-11,117041384.77873081,115686223.67805195,135926227.43557745,141562895.4734876,148103090.10638508,172206245.21935475,192823050.91594836,117041384.77873081,115686223.67805195,135926227.43557745,141562895.4734876,148103090.10638508,172206245.21935475
COTI-USD,2021-02-06,187011584.5439942,188612893.2245216,202240600.92129114,214689860.09867454,214303563.1497166,275272546.00153,311048622.06026185,187011584.5439942,188612893.2245216,202240600.92129114,214689860.09867454,214303563.1497166,275272546.00153
COTI-USD,2021-02-16,301665646.30715436,294429379.6667953,280529998.8468701,258552325.1345061,237031763.4694849,220183126.64483672,260633639.2081065,301665646.30715436,294429379.6667953,280529998.8468701,258552325.1345061,237031763.4694849,220183126.64483672
COTI-USD,2021-03-02,420662378.91472155,387886939.7823146,364984358.3009352,334903314.5553771,367225423.90720654,395144023.2064987,392935818.8498483,420662378.91472155,387886939.7823146,364984358.3009352,334903314.5553771,367225423.90720654,395144023.2064987
COTI-USD,2021-03-06,367225423.90720654,395144023.2064987,392935818.8498483,358700876.00312096,377643499.11796725,544778978.6450696,595223081.5570039,367225423.90720654,395144023.2064987,392935818.8498483,358700876.00312096,377643499.11796725,544778978.6450696
COTI-USD,2021-04-24,310182539.9762982,303236535.8245002,323156158.3100934,299205141.5878601,270832261.95755637,253357729.65093812,270661838.9317859,310182539.9762982,303236535.8245002,323156158.3100934,299205141.5878601,270832261.95755637,253357729.65093812
COTI-USD,2021-05-12,197744979.8704163,205462261.67873463,198184651.30072713,238687415.2373836,255057842.57272184,251070595.99418473,307337803.5163639,197744979.8704163,205462261.67873463,198184651.30072713,238687415.2373836,255057842.57272184,251070595.99418473
COTI-USD,2021-05-23,296299193.7342187,289688607.2819831,267022816.86562732,275929961.02450407,278759049.314061,264870118.26243863,265358693.84933618,296299193.7342187,289688607.2819831,267022816.86562732,275929961.02450407,278759049.314061,264870118.26243863
COTI-USD,2021-08-17,197645408.69380456,185257251.73690122,185583370.2126267,220472214.27585986,220744852.9535264,226282860.53650638,234623157.55489677,197645408.69380456,185257251.73690122,185583370.2126267,220472214.27585986,220744852.9535264,226282860.53650638
COTI-USD,2021-08-22,226282860.53650638,234623157.55489677,240919157.6578982,238833590.9754365,229803399.9668749,227549620.4917317,262753554.4738353,226282860.53650638,234623157.55489677,240919157.6578982,238833590.9754365,229803399.9668749,227549620.4917317
COTI-USD,2021-09-20,282833514.8563762,321891409.3679921,300671702.9340361,321267136.54709303,331369547.0696699,371847221.345811,519976087.0509738,282833514.8563762,321891409.3679921,300671702.9340361,321267136.54709303,331369547.0696699,371847221.345811
COTI-USD,2023-01-22,106191586.03872587,115231057.22874406,123292851.52474931,150662719.71773675,155252636.27623343,201897228.187429,241870740.53378308,106191586.03872587,115231057.22874406,123292851.52474931,150662719.71773675,155252636.27623343,201897228.187429
COTI-USD,2024-02-06,78347641.06684051,77212586.15424055,134549017.7670177,202944566.6846859,209767028.69654393,217335005.402783,513506515.1705152,78347641.06684051,77212586.15424055,134549017.7670177,202944566.6846859,209767028.69654393,217335005.402783
COTI-USD,2024-02-21,388236214.9640662,376652319.37425846,349076664.99236864,311272287.6224361,289312578.67563784,370133962.01423943,614235229.4432738,388236214.9640662,376652319.37425846,349076664.99236864,311272287.6224361,289312578.67563784,370133962.01423943
COTI-USD,2024-03-05,619678356.1237097,543202291.8955809,510714553.49764407,498461967.9788815,487808370.8303857,445857798.12911165,456494019.12211585,619678356.1237097,543202291.8955809,510714553.49764407,498461967.9788815,487808370.8303857,445857798.12911165
COTI-USD,2024-11-19,188966567.8894582,189584025.16605848,191700591.87222415,187770079.06355554,181678803.8027003,179038388.57165748,274041907.17924607,188966567.8894582,189584025.16605848,191700591.87222415,187770079.06355554,181678803.8027003,179038388.57165748
CPOOL-USD,2021-11-03,20657435.67687699,17719888.883892134,16336588.339941729,15210422.859491786,13364552.406959523,13632771.251395503,12152304.830779195,20657435.67687699,17719888.883892134,16336588.339941729,15210422.859491786,13364552.406959523,13632771.251395503
CPOOL-USD,2021-11-09,12152304.830779195,10641911.696330618,9682850.714335807,8885157.696075775,7913702.337490551,7197595.942993356,6529097.952361614,12152304.830779195,10641911.696330618,9682850.714335807,8885157.696075775,7913702.337490551,7197595.942993356
CPOOL-USD,2021-11-13,7913702.337490551,7197595.942993356,6529097.952361614,5657465.729936982,5952360.21362786,5764316.226212326,5838793.252912745,7913702.337490551,7197595.942993356,6529097.952361614,5657465.729936982,5952360.21362786,5764316.226212326
CPOOL-USD,2021-12-13,2269534.747760331,2233984.34111186,2375664.828160759,2658666.2077973057,2837912.002368588,2670846.6604329995,2737142.822354527,2269534.747760331,2233984.34111186,2375664.828160759,2658666.2077973057,2837912.002368588,2670846.6604329995
CPOOL-USD,2022-01-13,914189.8589494643,1190534.2885513767,1355961.9204595895,1493014.4383074087,1641460.355683487,1519406.8980346837,1773475.3854385307,914189.8589494643,1190534.2885513767,1355961.9204595895,1493014.4383074087,1641460.355683487,1519406.8980346837
CPOOL-USD,2022-01-21,2291756.5307454458,2252542.8490114687,2264013.5540402294,2425289.865063796,2426611.5909926165,2756685.870713167,3103001.8193089077,2291756.5307454458,2252542.8490114687,2264013.5540402294,2425289.865063796,2426611.5909926165,2756685.870713167
CPOOL-USD,2022-03-18,4554796.905268641,4948804.711580787,4613623.299270998,4364770.340050451,4438874.515765601,4562650.054732891,6034260.999989953,4554796.905268641,4948804.711580787,4613623.299270998,4364770.340050451,4438874.515765601,4562650.054732891
CPOOL-USD,2022-03-24,6034260.999989953,6275860.434765543,8389591.073462175,8486167.43649421,8322854.488553744,8906027.656846957,9672150.886005867,6034260.999989953,6275860.434765543,8389591.073462175,8486167.43649421,8322854.488553744,8906027.656846957
CPOOL-USD,2022-03-31,9644645.634237295,9367472.46218066,9164796.974554798,9861222.611558411,10571418.757331256,11009666.271398567,11431820.804053145,9644645.634237295,9367472.46218066,9164796.974554798,9861222.611558411,10571418.757331256,11009666.271398567
CPOOL-USD,2022-06-05,30708264.446303785,33599584.99491758,35227450.20221032,37695484.90386296,36937367.837048255,39667967.135940775,68690449.60592657,30708264.446303785,33599584.99491758,35227450.20221032,37695484.90386296,36937367.837048255,39667967.135940775
CPOOL-USD,2022-07-27,17455028.61076309,18198181.23233585,16434891.627037676,15546322.975678667,15131716.806732077,15024236.685179204,16137938.301916858,17455028.61076309,18198181.23233585,16434891.627037676,15546322.975678667,15131716.806732077,15024236.685179204
CPOOL-USD,2022-08-15,12763507.184316495,12170305.349036895,11605199.193606865,11051511.908737808,11259448.664272841,15327442.546541404,20594860.56711103,12763507.184316495,12170305.349036895,11605199.193606865,11051511.908737808,11259448.664272841,15327442.546541404
CPOOL-USD,2022-08-21,20594860.56711103,20089445.22155307,18160216.68486208,16479503.60205003,16955108.27913174,17517754.112396,16860685.86766038,20594860.56711103,20089445.22155307,18160216.68486208,16479503.60205003,16955108.27913174,17517754.112396
CPOOL-USD,2022-09-06,7632299.630377011,7057511.819298535,7079836.8043494625,7336212.262058988,7625751.840986541,9242716.408119887,10377497.942423599,7632299.630377011,7057511.819298535,7079836.8043494625,7336212.262058988,7625751.840986541,9242716.408119887
CPOOL-USD,2022-09-21,6434191.462266246,6717843.744512543,6840000.995344227,6626114.437871068,7412706.125561357,7617743.8080646135,9524838.286332514,6434191.462266246,6717843.744512543,6840000.995344227,6626114.437871068,7412706.125561357,7617743.8080646135
CPOOL-USD,2022-09-27,9524838.286332514,9417936.22997578,8954418.042911598,8758933.606676264,8788987.67673854,8993093.63959665,9356043.385470172,9524838.286332514,9417936.22997578,8954418.042911598,8758933.606676264,8788987.67673854,8993093.63959665
CPOOL-USD,2022-10-02,8993093.63959665,9356043.385470172,9198648.785626903,8919689.273579711,9649049.687966552,10349234.819394976,11766199.559420723,8993093.63959665,9356043.385470172,9198648.785626903,8919689.273579711,9649049.687966552,10349234.819394976
CPOOL-USD,2023-11-04,12653759.198505849,12311375.1176259,12333128.391179573,12290361.227645325,12303180.598675665,12766713.117657475,12755445.56650501,12653759.198505849,12311375.1176259,12333128.391179573,12290361.227645325,12303180.598675665,12766713.117657475
CPOOL-USD,2023-11-21,10441366.093962599,9778503.451089142,9780441.943014339,11417596.862528613,12241961.526668243,16344375.63665747,20764175.645081293,10441366.093962599,9778503.451089142,9780441.943014339,11417596.862528613,12241961.526668243,16344375.63665747
CPOOL-USD,2023-11-29,21079365.389997263,21327670.896255482,20462570.915930115,19723696.69998963,18040254.65559079,20363221.292130634,21240693.516476,21079365.389997263,21327670.896255482,20462570.915930115,19723696.69998963,18040254.65559079,20363221.292130634
CPOOL-USD,2023-12-13,14281166.309881836,14938257.066830238,14639424.236181892,15254564.320555788,15681918.502055317,14934913.369532395,16094970.566862814,14281166.309881836,14938257.066830238,14639424.236181892,15254564.320555788,15681918.502055317,14934913.369532395
CPOOL-USD,2023-12-18,14934913.369532395,16094970.566862814,17228111.53304301,19104578.61393541,20031269.652339306,19485266.48184498,20678779.258667786,14934913.369532395,16094970.566862814,17228111.53304301,19104578.61393541,20031269.652339306,19485266.48184498
CPOOL-USD,2024-02-15,10800888.267075993,10874814.746917665,11361712.917792797,11946958.920223545,11936246.102392215,12867723.42196298,12391934.362313092,10800888.267075993,10874814.746917665,11361712.917792797,11946958.920223545,11936246.102392215,12867723.42196298
CPOOL-USD,2024-03-08,25098631.13406305,24339431.496908087,23189591.41716381,22464863.626067936,22290882.75123289,20980106.228153095,23089310.65225806,25098631.13406305,24339431.496908087,23189591.41716381,22464863.626067936,22290882.75123289,20980106.228153095
CPOOL-USD,2024-03-18,21260249.851300515,20158198.396207254,19533465.37991501,18478709.481922176,18739104.669403303,18970484.752148323,25423183.258411296,21260249.851300515,20158198.396207254,19533465.37991501,18478709.481922176,18739104.669403303,18970484.752148323
CPOOL-USD,2024-03-22,18739104.669403303,18970484.752148323,25423183.258411296,26249830.549507637,25069724.96574021,24428947.652555387,26518428.33700608,18739104.669403303,18970484.752148323,25423183.258411296,26249830.549507637,25069724.96574021,24428947.652555387
CPOOL-USD,2024-05-14,11220666.680412257,10471215.810128372,10653875.496801203,10636444.88974761,11437249.636901993,11737010.521543056,12719921.194776742,11220666.680412257,10471215.810128372,10653875.496801203,10636444.88974761,11437249.636901993,11737010.521543056
CPOOL-USD,2024-08-20,7264760.580400497,7078474.336645042,7231784.129644397,9088438.870837156,8539549.807808489,8136890.699040272,8052125.080373684,7264760.580400497,7078474.336645042,7231784.129644397,9088438.870837156,8539549.807808489,8136890.699040272
CPOOL-USD,2024-11-04,9007403.221753618,8448730.993175346,8653757.450484337,8669655.139540594,8396555.453858396,9552301.0066829,10143907.075176753,9007403.221753618,8448730.993175346,8653757.450484337,8669655.139540594,8396555.453858396,9552301.0066829
CPOOL-USD,2024-12-01,12266600.515219584,12028348.697194437,12037032.86442281,11684918.733373525,12411694.654418819,18035410.89534718,27469337.930211827,12266600.515219584,12028348.697194437,12037032.86442281,11684918.733373525,12411694.654418819,18035410.89534718
CPOOL-USD,2024-12-22,43853862.90003963,46908773.07590615,44995642.395410135,41008929.23472251,38493021.057979494,36243079.96484813,31819841.069567554,43853862.90003963,46908773.07590615,44995642.395410135,41008929.23472251,38493021.057979494,36243079.96484813
CPOOL-USD,2025-01-12,23805220.263203956,24050452.691273607,22453877.84736478,19984644.41685261,24225251.53227506,22551121.43705685,22324213.69754341,23805220.263203956,24050452.691273607,22453877.84736478,19984644.41685261,24225251.53227506,22551121.43705685
CPOOL-USD,2025-05-06,28011955.015036017,26231592.06209573,25442395.763029605,25349599.5150079,25471943.08196745,29174453.53592711,37660201.89342171,28011955.015036017,26231592.06209573,25442395.763029605,25349599.5150079,25471943.08196745,29174453.53592711
CRV-USD,2020-08-23,13773077.569414997,14052416.833038379,13668055.766680118,13237760.339304978,14510127.029181378,16574193.87296051,21226418.61372801,13773077.569414997,14052416.833038379,13668055.766680118,13237760.339304978,14510127.029181378,16574193.87296051
CRV-USD,2020-08-29,21226418.61372801,25739446.278841507,24911576.183529574,23935742.152778573,24612407.919722132,25066026.2684975,33629489.752840035,21226418.61372801,25739446.278841507,24911576.183529574,23935742.152778573,24612407.919722132,25066026.2684975
CRV-USD,2020-10-24,53050838.926476,52796716.662596546,51118796.86796338,50963837.030471176,50770890.728546545,61847243.64640997,81659702.39732586,53050838.926476,52796716.662596546,51118796.86796338,50963837.030471176,50770890.728546545,61847243.64640997
CRV-USD,2020-11-07,66220029.28309454,61338967.24617368,60124251.541524045,68889007.11734352,66564982.5305611,64516851.89414478,67718540.0848572,66220029.28309454,61338967.24617368,60124251.541524045,68889007.11734352,66564982.5305611,64516851.89414478
CRV-USD,2020-11-11,66564982.5305611,64516851.89414478,67718540.0848572,79310124.57793057,75700624.85979718,78365113.37471525,88590314.73693833,66564982.5305611,64516851.89414478,67718540.0848572,79310124.57793057,75700624.85979718,78365113.37471525
CRV-USD,2020-12-29,67041155.0776468,68137242.45513658,65079833.42423707,65201709.31286979,85146249.76692623,90527685.5498892,93021617.04049486,67041155.0776468,68137242.45513658,65079833.42423707,65201709.31286979,85146249.76692623,90527685.5498892
CRV-USD,2021-01-12,109544499.41252083,112666489.81547785,117679376.74033487,113146988.47635184,106010775.44942617,101957944.06823023,156688978.3382682,109544499.41252083,112666489.81547785,117679376.74033487,113146988.47635184,106010775.44942617,101957944.06823023
CRV-USD,2021-01-19,171288190.93502754,204336588.9270953,200960453.47017133,191403413.2709214,199233223.7908344,221363653.36633873,228368527.96800166,171288190.93502754,204336588.9270953,200960453.47017133,191403413.2709214,199233223.7908344,221363653.36633873
CRV-USD,2021-01-27,211935380.09267488,197279036.04854488,190121477.5080997,181877942.33718455,175351931.56647593,168586548.2918532,172734774.68935713,211935380.09267488,197279036.04854488,190121477.5080997,181877942.33718455,175351931.56647593,168586548.2918532
CRV-USD,2021-02-02,172734774.68935713,175685513.47343677,166994310.1838006,155537570.96845037,144683475.27854487,150182400.24046847,144368613.2353138,172734774.68935713,175685513.47343677,166994310.1838006,155537570.96845037,144683475.27854487,150182400.24046847
CRV-USD,2021-03-26,95589487.3042931,102605815.6578618,113368915.73031095,108163384.43863094,114434404.0490853,121757105.98594132,125071424.52284467,95589487.3042931,102605815.6578618,113368915.73031095,108163384.43863094,114434404.0490853,121757105.98594132
CRV-USD,2021-04-12,80327700.76223062,75017537.38866447,73597580.75939152,73064579.52063225,72369248.40513541,74375901.9903819,98148988.8113308,80327700.76223062,75017537.38866447,73597580.75939152,73064579.52063225,72369248.40513541,74375901.9903819
CRV-USD,2021-04-24,122850364.40042153,122793773.29244778,123451669.6520378,111473634.62216589,101239450.3671036,99839593.66200686,100075526.34964228,122850364.40042153,122793773.29244778,123451669.6520378,111473634.62216589,101239450.3671036,99839593.66200686
CRV-USD,2021-05-23,181403950.07947052,179685295.59835023,177230237.70500463,183942723.17628086,180221324.23145628,171671195.4449104,164092836.2030157,181403950.07947052,179685295.59835023,177230237.70500463,183942723.17628086,180221324.23145628,171671195.4449104
CRV-USD,2021-05-30,154403065.22439793,147337546.43720624,139970636.78800383,134009311.43207332,127590050.05572514,122148945.45992999,135619538.4970375,154403065.22439793,147337546.43720624,139970636.78800383,134009311.43207332,127590050.05572514,122148945.45992999
CRV-USD,2021-09-13,130944633.94106838,121437946.19721054,112633540.58930215,116564300.6062485,136193536.3821156,152595528.5592386,167447284.27812093,130944633.94106838,121437946.19721054,112633540.58930215,116564300.6062485,136193536.3821156,152595528.5592386
CRV-USD,2021-10-22,66946735.588586986,67378654.56442358,68235175.63496454,75997819.74011944,85738060.81710002,94699935.63950582,125455580.09861276,66946735.588586986,67378654.56442358,68235175.63496454,75997819.74011944,85738060.81710002,94699935.63950582
CRV-USD,2021-11-21,94320330.19255388,94943303.19789839,89036056.32063995,82622116.2300683,100065547.61626218,117314860.27472103,131792255.86062676,94320330.19255388,94943303.19789839,89036056.32063995,82622116.2300683,100065547.61626218,117314860.27472103
CRV-USD,2022-07-11,171662078.55273974,163103358.24944195,155208436.72170782,150366385.83768517,148761393.74051008,161013428.46020278,172759959.59807345,171662078.55273974,163103358.24944195,155208436.72170782,150366385.83768517,148761393.74051008,161013428.46020278
CRV-USD,2022-07-25,208784285.63547635,203071231.31004763,189521773.54453173,188915270.84171993,184696414.9022257,183647180.37592337,193632617.2363566,208784285.63547635,203071231.31004763,189521773.54453173,188915270.84171993,184696414.9022257,183647180.37592337
CRV-USD,2022-11-20,101862696.89702503,94837323.99624449,86042166.57359795,91986873.1984022,96463451.26306136,358754851.5453604,371936331.09102386,101862696.89702503,94837323.99624449,86042166.57359795,91986873.1984022,96463451.26306136,358754851.5453604
CRV-USD,2024-08-11,507578127.9274876,472525020.83073986,425129845.5593087,388228340.5283853,470522121.2767325,502987925.5175027,496076067.89353466,507578127.9274876,472525020.83073986,425129845.5593087,388228340.5283853,470522121.2767325,502987925.5175027
CRV-USD,2024-11-20,594661103.1945769,630844659.8060479,723508102.6216254,702250694.0280912,710189857.3283665,728005255.6853886,770142185.342514,594661103.1945769,630844659.8060479,723508102.6216254,702250694.0280912,710189857.3283665,728005255.6853886
CRV-USD,2024-11-27,761539013.8205935,780337811.6311083,746669350.5416918,707540673.5914788,642410345.1043761,606803241.9459693,654372205.1976473,761539013.8205935,780337811.6311083,746669350.5416918,707540673.5914788,642410345.1043761,606803241.9459693
CRV-USD,2024-12-01,642410345.1043761,606803241.9459693,654372205.1976473,695007671.0220664,810160276.2539191,917611008.2458689,1020255866.6162106,642410345.1043761,606803241.9459693,654372205.1976473,695007671.0220664,810160276.2539191,917611008.2458689
CRV-USD,2025-04-08,345911766.70463586,353932583.07753503,394927978.9739281,391541545.3910823,420330868.5817272,418142845.95648265,452925499.48419434,345911766.70463586,353932583.07753503,394927978.9739281,391541545.3910823,420330868.5817272,418142845.95648265
CSPR-USD,2021-07-14,98534854.24412453,99395403.59005824,100193338.21371649,124640485.21548787,140721843.15540782,208723316.78068882,232937997.62056682,98534854.24412453,99395403.59005824,100193338.21371649,124640485.21548787,140721843.15540782,208723316.78068882
CSPR-USD,2021-08-03,167756282.27059627,157288464.41487834,143352400.59530658,142107808.2391413,141010522.59192672,139424125.38991308,287769182.1056679,167756282.27059627,157288464.41487834,143352400.59530658,142107808.2391413,141010522.59192672,139424125.38991308
CSPR-USD,2022-03-15,118912817.95293453,114251270.07845853,114003341.65407285,117125924.6318666,128181289.49041341,134629850.6198962,348679395.1386794,118912817.95293453,114251270.07845853,114003341.65407285,117125924.6318666,128181289.49041341,134629850.6198962
CSPR-USD,2022-03-29,227816446.46699765,207173498.9664935,209277674.94070402,194602644.95571157,181723331.06125653,204604875.11132485,308064257.397967,227816446.46699765,207173498.9664935,209277674.94070402,194602644.95571157,181723331.06125653,204604875.11132485
CSPR-USD,2022-10-13,435940802.079864,414596460.16631466,380613599.04641676,411799077.3306358,389988004.143231,443480049.69618225,725513345.8935524,435940802.079864,414596460.16631466,380613599.04641676,411799077.3306358,389988004.143231,443480049.69618225
CSPR-USD,2024-11-13,1763862446.1397715,1772579790.4009454,1775821430.1603918,1655859073.0194793,1522055861.3981445,1458910087.9158492,2004467920.3080418,1763862446.1397715,1772579790.4009454,1775821430.1603918,1655859073.0194793,1522055861.3981445,1458910087.9158492
CSPR-USD,2025-04-24,476138195.9477459,515578426.98976254,538503269.6745695,561285693.3016999,572864101.8426397,540844394.0788461,888686133.7808318,476138195.9477459,515578426.98976254,538503269.6745695,561285693.3016999,572864101.8426397,540844394.0788461
CTC-USD,2020-02-09,202655.16368715733,190168.9727077283,165496.2009288923,154506.73585350468,205671.75115548517,178683.80469156563,228666.61588725745,202655.16368715733,190168.9727077283,165496.2009288923,154506.73585350468,205671.75115548517,178683.80469156563
CTC-USD,2020-03-15,1327030.6272373132,1419097.7044758736,1570891.0694751095,1655158.6647044732,1676277.7447649231,1667289.0024503898,1771342.7945272345,1327030.6272373132,1419097.7044758736,1570891.0694751095,1655158.6647044732,1676277.7447649231,1667289.0024503898
CTC-USD,2020-03-29,2214753.983270946,2267760.6080776146,2482691.939415231,2308602.483474166,2229318.238716805,2209397.4567929246,2156795.306483605,2214753.983270946,2267760.6080776146,2482691.939415231,2308602.483474166,2229318.238716805,2209397.4567929246
CTC-USD,2020-06-26,4958468.376811925,4735471.55674453,4753304.863011579,4345029.717801078,4447875.694947063,4329120.021327098,4253713.790520572,4958468.376811925,4735471.55674453,4753304.863011579,4345029.717801078,4447875.694947063,4329120.021327098
CTC-USD,2020-07-24,4535443.972794276,4529209.8959418945,4701923.407319734,4759547.609839821,4808495.815979694,4598015.506327319,5217873.208381608,4535443.972794276,4529209.8959418945,4701923.407319734,4759547.609839821,4808495.815979694,4598015.506327319
CTC-USD,2020-08-07,7340271.891796571,7057463.20650794,6813920.184548307,6596531.191109529,6460318.773707392,6293564.283853729,6225859.891282674,7340271.891796571,7057463.20650794,6813920.184548307,6596531.191109529,6460318.773707392,6293564.283853729
CTC-USD,2021-01-01,8741820.296118898,8683088.126941187,8528074.002758576,8392187.171721103,8193042.240436337,8533365.793788636,8210603.0246608965,8741820.296118898,8683088.126941187,8528074.002758576,8392187.171721103,8193042.240436337,8533365.793788636
CTC-USD,2021-02-07,10382800.108656786,10312486.103007099,10300766.194896966,10381190.747890498,10526152.88677323,10092627.441326672,10045116.424762432,10382800.108656786,10312486.103007099,10300766.194896966,10381190.747890498,10526152.88677323,10092627.441326672
CTC-USD,2021-02-16,8853935.502097026,9017865.861818485,8403468.988611305,7946766.791396994,7457270.767626635,6842277.274510628,6541211.146724765,8853935.502097026,9017865.861818485,8403468.988611305,7946766.791396994,7457270.767626635,6842277.274510628
CTC-USD,2021-02-26,4598677.9270018805,4350634.262497069,4271967.368285219,5521141.284430848,5700512.4210386975,5498836.643139655,5261735.394877346,4598677.9270018805,4350634.262497069,4271967.368285219,5521141.284430848,5700512.4210386975,5498836.643139655
CTC-USD,2021-05-23,2050713.6314159739,2201143.6575688873,2403924.711531696,2668609.276110737,2834307.102151598,2885642.5493684043,2889692.8120661275,2050713.6314159739,2201143.6575688873,2403924.711531696,2668609.276110737,2834307.102151598,2885642.5493684043
CTC-USD,2021-05-28,2885642.5493684043,2889692.8120661275,2896018.0399951627,2933547.603216701,3025640.867385677,3032467.6642483845,2937498.904994963,2885642.5493684043,2889692.8120661275,2896018.0399951627,2933547.603216701,3025640.867385677,3032467.6642483845
CTC-USD,2021-08-22,3392699.186552709,3442323.959766572,3393155.059509663,3382219.4868140984,3314091.8341977685,3282402.1113897054,3182043.82937155,3392699.186552709,3442323.959766572,3393155.059509663,3382219.4868140984,3314091.8341977685,3282402.1113897054
CTC-USD,2022-03-20,3345372.254137193,3233766.097989446,3198179.4345487203,3411763.6467132554,3758764.8109858865,3735792.214250056,5310535.706118381,3345372.254137193,3233766.097989446,3198179.4345487203,3411763.6467132554,3758764.8109858865,3735792.214250056
CTC-USD,2022-10-07,19594829.52111949,18864392.298935644,18095589.290113214,17036997.450644247,14532012.343119763,13760993.348259617,29182623.261558533,19594829.52111949,18864392.298935644,18095589.290113214,17036997.450644247,14532012.343119763,13760993.348259617
CTC-USD,2022-10-27,21588821.28714091,20949913.623467535,20515416.190615255,20422388.925677627,21874699.448036022,23204108.155335467,24730456.735097524,21588821.28714091,20949913.623467535,20515416.190615255,20422388.925677627,21874699.448036022,23204108.155335467
CTC-USD,2022-12-18,28815590.127864625,27871463.314222533,26295661.75121908,23632907.71453922,24840885.63479396,25816078.691606548,25645489.963938855,28815590.127864625,27871463.314222533,26295661.75121908,23632907.71453922,24840885.63479396,25816078.691606548
CTC-USD,2023-12-09,120150548.68131492,115411149.96335508,112410668.98149985,109201151.27785534,105974067.37813322,108083295.47698788,612401037.270329,120150548.68131492,115411149.96335508,112410668.98149985,109201151.27785534,105974067.37813322,108083295.47698788
CTC-USD,2023-12-27,237701428.58775765,215739307.71347943,199370595.6167881,236633084.10589808,223653571.6167588,240025644.55605394,300130963.01993006,237701428.58775765,215739307.71347943,199370595.6167881,236633084.10589808,223653571.6167588,240025644.55605394
CTC-USD,2024-03-05,61318300.24418522,68106240.75929688,70386067.72142912,72978975.85143368,74040631.27678615,88525150.33788708,111060222.98940054,61318300.24418522,68106240.75929688,70386067.72142912,72978975.85143368,74040631.27678615,88525150.33788708
